SOC_C_3300;P_AC_C_3300;C_C_3300;V_C_3300;Ta_C_3300;SOC_C_2700;P_AC_C_2700;C_C_2700;V_C_2700;_C_2700;SOC_C_1650;P_AC_C_1650;C_C_1650;V_C_1650;Ta_C_1650;SOC_C_1000;P_AC_C_1000;C_C_1000;V_C_1000;Ta_C_1000;SOC_C_660;P_AC_C_660;C_C_660;V_C_660;Ta_C_660;SOC_C_330;P_AC_C_330;C_C_330;V_C_330;Ta_C_330;SOC_D_3300;P_AC_D_3300;C_D_3300;V_D_3300;Ta_D_3300;SOC_D_2700;P_AC_D_2700;C_D_2700;V_D_2700;_D_2700;SOC_D_1650;P_AC_D_1650;C_D_1650;V_D_1650;Ta_D_1650;SOC_D_1000;P_AC_D_1000;C_D_1000;V_D_1000;Ta_D_1000;SOC_D_660;P_AC_D_660;C_D_660;V_D_660;Ta_D_660;SOC_D_330;P_AC_D_330;C_D_330;V_D_330;Ta_D_330;Legend :
70;-3272;-53.16;54.59;15.47;59;-2702;-47.48604329;54.055883;22.651;46;1648;-28.61056243;51.903908;25.329;38;-1096;-18.05562905;51.486273;22.981;30;-637;-11.56;51.04;28.063;24;-317;-5.501029;50.833344;12.07;26;3360;72.41;49.33;15.47;44;2757;58.08;50.87;19.25;61;1691;33.34;52.24;23.19;71;1138;20.05;53.87;19.03;80;681;12.76;54.58;20.55;86;365;6.71;56.14;20.775;
70;-3266;-53.16;54.60;15.48;59;-2700;-47.4470684;54.060242;22.663;46;1649;-28.43640738;51.905291;25.315;38;-1096;-17.88080677;51.487018;22.986;30;-639;-11.56;51.04;28.044;24;-314;-5.558228;50.833556;12.073;26;3361;72.46;49.32;15.45;44;2756;58.18;50.87;19.25;61;1688;33.28;52.24;23.19;71;1137;20.03;53.87;19.03;80;681;12.73;54.58;20.56;86;364;6.75;56.14;20.771;
70;-3272;-53.30;54.60;15.47;59;-2698;-47.40688799;54.065983;22.672;46;1650;-28.43565027;51.906673;25.303;38;-1097;-18.05511752;51.48723;22.966;30;-640;-11.56;51.04;28.068;24;-315;-5.481585;50.83462;12.053;26;3360;72.43;49.32;15.45;44;2759;58.05;50.86;19.26;61;1689;33.31;52.23;23.21;71;1137;20.03;53.86;19.03;80;681;12.73;54.58;20.57;86;363;6.71;56.14;20.778;
70;-3276;-53.30;54.61;15.47;59;-2697;-47.3853098;54.070555;22.681;46;1652;-28.43530076;51.907311;25.296;38;-1098;-17.88002708;51.488719;22.972;30;-640;-11.54;51.04;28.11;24;-316;-5.512244;50.834726;12.034;25;3359;72.37;49.32;15.42;44;2756;58.17;50.86;19.26;61;1692;33.37;52.23;23.21;71;1134;19.98;53.86;19.02;80;681;12.73;54.58;20.59;86;361;6.69;56.14;20.783;
70;-3273;-53.16;54.61;15.50;60;-2700;-47.4342877;54.074808;22.691;46;1649;-28.43436897;51.909012;25.311;38;-1097;-18.05492061;51.489251;22.952;30;-640;-11.53;51.04;28.177;24;-314;-5.550421;50.833982;12.052;25;3356;72.46;49.31;15.47;44;2758;57.96;50.86;19.26;61;1692;33.37;52.22;23.19;71;1136;20.01;53.86;19.01;80;680;12.73;54.58;20.58;86;360;6.74;56.14;20.79;
70;-3272;-53.45;54.62;15.49;60;-2696;-47.36094135;54.078317;22.712;46;1650;-28.43396143;51.909756;25.322;38;-1099;-18.05393688;51.489144;22.94;30;-639;-11.46;51.04;28.158;24;-314;-5.529559;50.835364;12.031;25;3358;72.48;49.31;15.46;44;2759;58.13;50.85;19.28;61;1690;33.33;52.22;23.20;71;1137;20.03;53.86;18.99;80;680;12.71;54.58;20.54;86;360;6.75;56.14;20.79;
70;-3271;-53.30;54.62;15.50;60;-2701;-47.44457978;54.083101;22.711;46;1650;-28.43332057;51.910926;25.325;38;-1099;-17.87940294;51.490739;22.951;30;-639;-11.45;51.04;28.147;24;-316;-5.52374;50.834301;12.056;25;3359;72.42;49.31;15.44;44;2760;58.18;50.85;19.26;61;1690;33.34;52.22;23.19;71;1139;20.07;53.85;18.98;80;681;12.71;54.58;20.58;86;361;6.84;56.14;20.786;
70;-3274;-53.16;54.63;15.48;60;-2696;-47.35274893;54.087673;22.699;46;1648;-28.43302973;51.911457;25.33;38;-1099;-18.05362231;51.491377;22.959;30;-639;-11.52;51.05;28.16;24;-317;-5.586187;50.835789;12.103;25;3358;72.38;49.30;15.44;44;2760;58.38;50.85;19.25;61;1687;33.28;52.21;23.20;71;1139;20.07;53.85;18.98;80;681;12.73;54.57;20.62;86;364;6.74;56.14;20.798;
70;-3275;-53.16;54.63;15.48;60;-2696;-47.36565768;54.092989;22.68;46;1646;-28.43250557;51.912414;25.315;38;-1096;-18.05334661;51.491271;22.962;30;-637;-11.44;51.05;28.19;24;-315;-5.600947;50.836214;12.119;25;3360;72.41;49.30;15.45;44;2760;58.18;50.84;19.23;61;1687;33.28;52.21;23.23;71;1141;20.11;53.85;18.98;80;683;12.73;54.57;20.60;86;364;6.76;56.14;20.792;
70;-3272;-53.16;54.64;15.50;60;-2701;-47.43199102;54.097455;22.685;46;1644;-28.60458568;51.914753;25.302;38;-1096;-18.05326816;51.491909;22.938;30;-637;-11.55;51.05;28.13;24;-315;-5.578807;50.836214;12.145;25;3359;72.50;49.30;15.46;44;2760;58.23;50.84;19.21;61;1690;33.34;52.20;23.21;71;1140;20.09;53.85;18.99;80;681;12.77;54.57;20.62;86;364;6.74;56.14;20.784;
70;-3270;-53.45;54.64;15.50;60;-2704;-47.48028795;54.102452;22.645;46;1644;-28.43052576;51.916029;25.304;38;-1098;-18.05271716;51.492865;22.964;30;-636;-11.43;51.05;28.089;24;-315;-5.490527;50.836108;12.139;25;3362;72.57;49.29;15.48;44;2760;58.07;50.84;19.20;61;1690;33.35;52.20;23.19;71;1140;20.10;53.84;18.99;79;685;12.73;54.57;20.59;86;360;6.67;56.14;20.776;
70;-3272;-53.02;54.65;15.48;60;-2701;-47.42295043;54.107768;22.61;46;1645;-28.42971037;51.917518;25.316;38;-1096;-17.87772654;51.493822;22.972;30;-637;-11.45;51.05;28.07;24;-314;-5.514089;50.836852;12.139;25;3360;72.59;49.29;15.51;44;2761;58.18;50.84;19.22;61;1691;33.37;52.20;23.18;71;1139;20.08;53.84;19.00;79;681;12.80;54.57;20.56;86;360;6.71;56.14;20.788;
70;-3275;-53.16;54.65;15.50;60;-2701;-47.42024761;54.110852;22.541;46;1647;-28.42947765;51.917943;25.329;38;-1098;-18.05255989;51.494779;22.965;30;-638;-11.51;51.05;28.032;24;-313;-5.514515;50.836214;12.15;25;3358;72.45;49.29;15.47;43;2763;58.23;50.83;19.23;61;1694;33.43;52.19;23.20;71;1140;20.10;53.84;19.03;79;681;12.73;54.57;20.55;85;361;6.69;56.14;20.803;
70;-3266;-53.16;54.66;15.49;60;-2699;-47.38178342;54.114679;22.535;46;1649;-28.6023009;51.9189;25.323;38;-1099;-18.05196971;51.495311;22.952;30;-639;-11.56;51.05;28.027;24;-313;-5.465405;50.836959;12.133;25;3356;72.52;49.28;15.48;43;2760;58.18;50.83;19.23;61;1690;33.35;52.19;23.22;71;1139;20.08;53.84;19.04;79;681;12.73;54.57;20.59;85;363;6.76;56.13;20.796;
70;-3272;-53.16;54.66;15.51;60;-2697;-47.34304473;54.118826;22.47;46;1647;-28.42842961;51.919857;25.313;38;-1098;-18.05173365;51.496693;22.938;30;-640;-11.54;51.05;28.043;24;-311;-5.462568;50.83664;12.104;25;3360;72.44;49.28;15.46;43;2758;58.30;50.83;19.23;61;1688;33.32;52.19;23.22;71;1137;20.04;53.83;19.04;79;677;12.73;54.57;20.61;85;364;6.76;56.13;20.784;
70;-3271;-52.88;54.67;15.50;60;-2697;-47.33876648;54.123717;22.387;46;1645;-28.42744023;51.921664;25.338;38;-1097;-18.05177287;51.496906;22.956;30;-639;-11.57;51.05;28.011;24;-313;-5.457741;50.836533;12.113;25;3358;72.48;49.28;15.51;43;2760;58.13;50.82;19.23;61;1690;33.36;52.18;23.22;71;1138;20.06;53.83;19.05;79;678;12.65;54.57;20.64;85;365;6.74;56.13;20.792;
70;-3273;-53.30;54.67;15.51;60;-2695;-47.29966704;54.128288;22.347;46;1644;-28.42691628;51.922621;25.333;38;-1098;-18.05153682;51.497331;22.953;30;-639;-11.42;51.05;28.003;24;-312;-5.435176;50.836533;12.093;25;3357;72.45;49.27;15.52;43;2759;58.22;50.82;19.21;61;1688;33.32;52.18;23.21;71;1137;20.04;53.83;19.05;79;678;12.67;54.56;20.67;85;365;6.71;56.13;20.807;
70;-3270;-53.16;54.68;15.51;60;-2695;-47.29604349;54.132435;22.329;46;1643;-28.42604306;51.924216;25.332;38;-1096;-18.05118311;51.498075;22.927;30;-639;-11.47;51.05;28.027;24;-310;-5.532681;50.838022;12.117;25;3357;72.56;49.27;15.52;43;2763;58.20;50.82;19.25;61;1692;33.40;52.17;23.20;71;1136;20.03;53.83;19.04;79;681;12.67;54.56;20.67;85;363;6.65;56.13;20.808;
70;-3271;-53.02;54.68;15.49;60;-2699;-47.36233424;54.136901;22.257;46;1645;-28.4250533;51.926024;25.329;38;-1098;-18.2256073;51.498926;22.947;30;-640;-11.53;51.05;28.069;24;-314;-5.388767;50.837384;12.096;24;3360;72.52;49.27;15.48;43;2761;58.10;50.81;19.23;61;1692;33.41;52.17;23.20;71;1137;20.05;53.83;19.05;79;682;12.73;54.56;20.64;85;362;6.70;56.13;20.809;
70;-3275;-53.30;54.68;15.49;60;-2699;-47.35805655;54.141791;22.276;46;1646;-28.42447141;51.927087;25.336;38;-1097;-18.050475;51.499564;22.942;30;-638;-11.56;51.05;28.153;24;-312;-5.494217;50.837278;12.06;24;3355;72.54;49.26;15.49;43;2759;58.26;50.81;19.22;61;1693;33.43;52.16;23.20;71;1134;19.99;53.83;19.03;79;682;12.75;54.56;20.63;85;360;6.70;56.13;20.809;
70;-3274;-53.02;54.69;15.47;60;-2697;-47.30105048;54.146789;22.196;46;1644;-28.42336572;51.929107;25.325;38;-1096;-18.05027819;51.499989;22.955;30;-639;-11.55;51.05;28.082;24;-313;-5.427087;50.837703;12.102;24;3358;72.46;49.26;15.54;43;2757;58.19;50.81;19.21;61;1692;33.41;52.16;23.18;71;1135;20.01;53.82;19.02;79;683;12.75;54.56;20.66;85;360;6.76;56.13;20.8;
70;-3271;-53.02;54.70;15.45;60;-2699;-47.35015229;54.150829;22.154;46;1644;-28.4231331;51.929532;25.295;38;-1094;-18.04976694;51.500308;22.953;30;-641;-11.53;51.05;28.092;24;-310;-5.531545;50.838341;12.086;24;3357;72.47;49.25;15.52;43;2756;58.30;50.81;19.23;61;1691;33.39;52.16;23.19;71;1136;20.03;53.82;19.02;79;681;12.77;54.56;20.69;85;360;6.74;56.13;20.782;
71;-3269;-53.16;54.70;15.46;60;-2702;-47.3988748;54.155294;22.116;46;1647;-28.4223767;51.930914;25.309;38;-1094;-18.04968815;51.501797;22.934;30;-639;-11.56;51.05;28.121;24;-311;-5.529984;50.838766;12.106;24;3361;72.52;49.25;15.53;43;2758;58.09;50.81;19.22;61;1688;33.34;52.15;23.23;71;1135;20.01;53.82;19.02;79;679;12.73;54.56;20.72;85;362;6.77;56.13;20.785;
71;-3275;-53.30;54.71;15.46;60;-2701;-47.37714655;54.160079;22.065;46;1644;-28.42127063;51.932935;25.315;38;-1095;-18.04953094;51.502328;22.943;30;-641;-11.51;51.05;28.051;24;-312;-5.486127;50.839617;12.103;24;3355;72.57;49.25;15.52;43;2757;58.12;50.80;19.19;61;1688;33.34;52.15;23.22;71;1134;19.99;53.82;19.00;79;678;12.69;54.56;20.70;85;363;6.78;56.13;20.799;
71;-3276;-53.02;54.71;15.44;60;-2697;-47.28684438;54.163056;22.058;46;1647;-28.59404469;51.933891;25.309;38;-1095;-18.04925572;51.502647;22.935;30;-641;-11.46;51.05;28.035;24;-312;-5.560783;50.839617;12.046;24;3355;72.68;49.25;15.49;43;2758;58.24;50.80;19.16;61;1687;33.32;52.15;23.20;71;1137;20.05;53.81;19.00;79;679;12.68;54.55;20.66;85;364;6.80;56.13;20.819;
71;-3271;-53.30;54.72;15.44;60;-2693;-47.22958999;54.168372;22.014;46;1648;-28.59281528;51.936124;25.306;39;-1093;-18.04894094;51.504455;22.927;30;-642;-11.51;51.05;27.978;24;-313;-5.538784;50.839723;12.074;24;3356;72.58;49.24;15.46;43;2757;58.23;50.80;19.16;61;1689;33.36;52.14;23.22;71;1135;20.01;53.81;18.98;79;678;12.70;54.55;20.68;85;364;6.79;56.13;20.824;
71;-3271;-52.88;54.72;15.48;60;-2697;-47.29426469;54.174645;21.978;46;1650;-28.41865273;51.937719;25.327;39;-1095;-18.04870496;51.503923;22.956;30;-640;-11.48;51.05;27.954;24;-313;-5.528565;50.840042;12.074;24;3356;72.51;49.24;15.45;43;2758;58.11;50.79;19.19;61;1690;33.39;52.14;23.22;71;1138;20.07;53.81;18.99;79;682;12.68;54.55;20.68;85;365;6.73;56.13;20.823;
71;-3277;-53.02;54.73;15.48;60;-2699;-47.32562113;54.178898;21.975;46;1649;-28.59100082;51.93942;25.317;39;-1093;-18.04854776;51.505624;22.953;30;-639;-11.52;51.05;28.021;24;-313;-5.52374;50.840574;12.066;24;3354;72.45;49.24;15.44;43;2758;58.11;50.79;19.19;61;1691;33.41;52.13;23.21;71;1137;20.05;53.81;18.99;79;681;12.75;54.55;20.72;85;364;6.77;56.13;20.816;
71;-3273;-53.02;54.73;15.51;60;-2701;-47.3578091;54.182194;21.962;46;1650;-28.41766349;51.939527;25.337;39;-1094;-17.87367353;51.505837;22.94;30;-637;-11.47;51.05;28.08;24;-315;-5.607901;50.841212;12.08;24;3356;72.56;49.23;15.46;43;2758;58.14;50.79;19.18;61;1692;33.43;52.13;23.19;71;1140;20.11;53.80;19.00;79;682;12.73;54.55;20.68;85;363;6.78;56.12;20.819;
71;-3271;-53.16;54.74;15.50;60;-2702;-47.37153146;54.186553;21.909;46;1648;-28.41679139;51.941121;25.326;39;-1095;-18.04787905;51.506581;22.915;30;-638;-11.48;51.05;28.13;24;-316;-5.538216;50.841531;12.054;24;3356;72.42;49.23;15.46;43;2756;58.12;50.78;19.18;61;1692;33.43;52.13;23.20;71;1140;20.11;53.80;18.99;79;680;12.75;54.55;20.66;85;361;6.70;56.12;20.818;
71;-3271;-53.16;54.74;15.47;60;-2697;-47.3334022;54.190062;21.879;46;1645;-28.41661687;51.94144;25.313;39;-1094;-18.04768266;51.507751;22.917;30;-637;-11.48;51.05;28.2;24;-315;-5.540487;50.841743;12.079;24;3356;72.58;49.22;15.50;43;2756;58.37;50.78;19.17;60;1688;33.36;52.12;23.20;71;1139;20.10;53.80;18.99;79;681;12.72;54.55;20.73;85;360;6.70;56.12;20.813;
71;-3276;-52.88;54.75;15.46;60;-2697;-47.27802642;54.193252;21.847;46;1646;-28.41551179;51.94346;25.324;39;-1097;-17.87281638;51.508601;22.916;30;-635;-11.51;51.05;28.259;24;-314;-5.493791;50.841212;12.055;24;3357;72.64;49.22;15.49;43;2758;58.22;50.78;19.16;60;1688;33.36;52.12;23.20;71;1138;20.08;53.80;18.98;79;677;12.73;54.54;20.71;85;360;6.71;56.12;20.811;
71;-3272;-53.16;54.75;15.45;61;-2699;-47.30881734;54.198142;21.786;46;1648;-28.41475524;51.944843;25.328;39;-1098;-18.04689604;51.508601;22.901;30;-638;-11.49;51.05;28.183;24;-312;-5.504435;50.840999;12.065;24;3359;72.58;49.21;15.49;43;2759;58.35;50.77;19.18;60;1688;33.36;52.12;23.19;71;1137;20.06;53.79;18.98;79;678;12.66;54.54;20.72;85;360;6.72;56.12;20.809;
71;-3271;-53.02;54.76;15.46;61;-2698;-47.30464095;54.202927;21.778;46;1644;-28.41429029;51.945693;25.334;39;-1099;-18.04709278;51.509771;22.91;30;-636;-11.49;51.05;28.19;24;-310;-5.411048;50.841212;12.11;24;3357;72.61;49.21;15.49;43;2756;58.21;50.77;19.18;60;1690;33.40;52.11;23.20;71;1139;20.10;53.79;18.98;79;679;12.68;54.54;20.73;85;362;6.75;56.12;20.809;
71;-3271;-53.16;54.76;15.48;61;-2697;-47.26523008;54.207924;21.76;46;1642;-28.41353435;51.947075;25.347;39;-1098;-18.04646374;51.510515;22.909;30;-637;-11.54;51.06;28.173;24;-311;-5.527856;50.842062;12.073;23;3358;72.55;49.21;15.50;42;2758;58.23;50.77;19.18;60;1690;33.41;52.11;23.22;71;1137;20.06;53.79;18.99;79;677;12.70;54.54;20.75;85;362;6.76;56.12;20.816;
71;-3275;-53.02;54.77;15.47;61;-2702;-47.34811891;54.213347;21.746;46;1645;-28.41277791;51.948458;25.337;39;-1098;-18.04638498;51.511578;22.901;30;-637;-11.47;51.06;28.081;24;-311;-5.580652;50.842806;12.083;23;3360;72.56;49.20;15.47;42;2759;58.16;50.77;19.16;60;1689;33.39;52.10;23.19;71;1137;20.06;53.79;18.97;79;680;12.66;54.54;20.78;85;363;6.78;56.12;20.832;
71;-3272;-53.02;54.77;15.49;61;-2699;-47.29425073;54.214835;21.705;46;1645;-28.41196409;51.949946;25.338;39;-1097;-18.04610986;51.512323;22.892;30;-640;-11.51;51.06;28.034;24;-312;-5.599528;50.843125;12.118;23;3359;72.52;49.20;15.47;42;2758;58.23;50.76;19.15;60;1689;33.39;52.10;23.19;71;1138;20.08;53.79;18.98;79;681;12.72;54.54;20.74;85;364;6.77;56.12;20.835;
71;-3267;-53.02;54.78;15.50;61;-2697;-47.25466384;54.220045;21.69;46;1649;-28.58433015;51.951541;25.344;39;-1097;-18.04567722;51.51296;22.891;30;-641;-11.51;51.06;28.007;24;-316;-5.448659;50.842487;12.09;23;3359;72.57;49.20;15.46;42;2756;58.23;50.76;19.14;60;1693;33.47;52.10;23.24;71;1137;20.06;53.78;18.99;79;682;12.74;54.54;20.79;85;365;6.77;56.12;20.838;
71;-3272;-52.88;54.78;15.49;61;-2697;-47.25142108;54.223766;21.725;46;1650;-28.41039399;51.952817;25.345;39;-1099;-18.04536293;51.513705;22.892;30;-640;-11.52;51.06;28.002;24;-315;-5.524875;50.842168;12.107;23;3355;72.65;49.19;15.50;42;2761;58.08;50.76;19.14;60;1693;33.47;52.09;23.24;71;1134;20.01;53.78;18.98;79;682;12.76;54.53;20.80;85;363;6.71;56.12;20.866;
71;-3277;-52.74;54.79;15.49;61;-2695;-47.21193711;54.22887;21.676;46;1650;-28.4095803;51.954305;25.354;39;-1097;-18.22009103;51.513386;22.913;30;-640;-11.47;51.06;28.04;24;-313;-5.524875;50.842913;12.064;23;3357;72.64;49.19;15.48;42;2760;58.17;50.76;19.16;60;1692;33.46;52.09;23.23;71;1138;20.08;53.78;18.97;79;683;12.76;54.53;20.78;85;363;6.68;56.12;20.849;
71;-3272;-53.16;54.79;15.47;61;-2702;-47.33215304;54.231634;21.666;46;1649;-28.40911497;51.955156;25.335;39;-1096;-18.04493033;51.514555;22.898;30;-638;-11.42;51.06;28.059;24;-312;-5.428364;50.842381;12.042;23;3352;72.60;49.19;15.49;42;2762;58.37;50.75;19.18;60;1695;33.52;52.09;23.22;71;1136;20.05;53.78;18.97;79;682;12.77;54.53;20.77;85;361;6.70;56.12;20.874;
71;-3270;-53.16;54.80;15.46;61;-2703;-47.34475108;54.237269;21.628;47;1648;-28.58193198;51.9559;25.344;39;-1094;-18.04465525;51.515512;22.901;30;-639;-11.49;51.06;28.011;24;-310;-5.431485;50.843232;12.081;23;3356;72.65;49.18;15.50;42;2760;58.26;50.75;19.17;60;1694;33.50;52.08;23.21;71;1137;20.07;53.77;18.97;79;681;12.76;54.53;20.78;85;360;6.70;56.12;20.87;
71;-3276;-53.02;54.80;15.46;61;-2702;-47.32398874;54.24099;21.603;47;1647;-28.40748724;51.958133;25.343;39;-1094;-18.04426224;51.514981;22.926;30;-639;-11.47;51.06;28.001;24;-311;-5.456464;50.842913;12.113;23;3359;72.65;49.18;15.47;42;2757;58.43;50.75;19.17;60;1691;33.44;52.08;23.23;71;1137;20.07;53.77;18.95;79;681;12.74;54.53;20.77;85;360;6.66;56.12;20.858;
71;-3276;-53.16;54.81;15.46;61;-2698;-47.25087423;54.244499;21.649;47;1646;-28.23375082;51.95909;25.344;39;-1094;-18.04398681;51.516044;22.924;30;-636;-11.47;51.06;28.016;24;-312;-5.613579;50.844508;12.043;23;3360;72.77;49.18;15.46;42;2761;58.42;50.74;19.14;60;1689;33.41;52.07;23.22;71;1136;20.05;53.77;18.96;79;679;12.74;54.53;20.76;85;360;6.68;56.12;20.879;
72;-3272;-52.88;54.81;15.47;61;-2697;-47.23039883;54.247901;21.672;47;1644;-28.40661522;51.959728;25.333;39;-1093;-18.04375132;51.518064;22.918;30;-636;-11.41;51.06;28.047;24;-316;-5.551415;50.844508;12.014;23;3356;72.66;49.17;15.44;42;2762;58.25;50.74;19.13;60;1687;33.37;52.07;23.21;71;1136;20.05;53.77;18.96;79;678;12.70;54.53;20.76;85;361;6.76;56.11;20.869;
72;-3271;-52.88;54.82;15.47;61;-2699;-47.26144005;54.252473;21.714;47;1645;-28.40527859;51.962173;25.302;39;-1092;-17.86876512;51.517639;22.908;30;-638;-11.45;51.06;27.994;24;-315;-5.549855;50.844827;12.025;23;3355;72.65;49.17;15.46;42;2763;58.31;50.74;19.14;60;1688;33.39;52.07;23.21;71;1133;19.99;53.76;18.97;79;679;12.68;54.53;20.76;85;362;6.78;56.11;20.874;
72;-3274;-53.16;54.82;15.47;61;-2696;-47.20456004;54.25747;21.759;47;1646;-28.57789688;51.963236;25.292;39;-1095;-18.04359383;51.519446;22.872;30;-639;-11.56;51.06;27.916;24;-315;-5.531829;50.845358;12.056;23;3359;72.56;49.17;15.45;42;2757;58.19;50.74;19.14;60;1690;33.43;52.06;23.20;71;1134;20.01;53.76;18.97;79;678;12.70;54.53;20.84;85;363;6.79;56.11;20.875;
72;-3271;-53.16;54.83;15.45;61;-2697;-47.21929295;54.26066;21.807;47;1646;-28.5771363;51.964619;25.285;39;-1095;-18.04316169;51.519446;22.892;31;-638;-11.49;51.06;27.895;24;-316;-5.514089;50.844614;12.039;23;3353;72.63;49.16;15.48;42;2758;58.27;50.73;19.12;60;1690;33.44;52.06;23.19;71;1137;20.07;53.76;18.96;79;678;12.68;54.52;20.82;85;364;6.82;56.11;20.885;
72;-3271;-53.02;54.83;15.45;61;-2700;-47.26746421;54.265657;21.889;47;1649;-28.57637631;51.966001;25.286;39;-1095;-17.86810326;51.520935;22.907;31;-641;-11.53;51.06;27.845;24;-313;-5.527856;50.845252;12.07;23;3357;72.66;49.16;15.47;42;2757;58.39;50.73;19.10;60;1694;33.52;52.06;23.19;71;1137;20.07;53.76;18.97;79;680;12.68;54.52;20.78;85;365;6.75;56.11;20.885;
72;-3270;-52.88;54.84;15.45;61;-2703;-47.31581143;54.270442;21.931;47;1650;-28.40219853;51.967808;25.293;39;-1095;-17.86829775;51.521254;22.892;31;-639;-11.56;51.06;27.874;24;-311;-5.46938;50.84589;12.023;22;3355;72.71;49.16;15.46;42;2756;58.17;50.73;19.10;60;1691;33.46;52.05;23.20;71;1139;20.11;53.76;18.97;79;680;12.72;54.52;20.76;85;364;6.80;56.11;20.887;
72;-3274;-53.02;54.84;15.45;61;-2704;-47.33127643;54.272781;22.001;47;1650;-28.40132683;51.969403;25.302;39;-1098;-18.04261127;51.522848;22.878;31;-638;-11.49;51.06;27.928;24;-311;-5.440427;50.845358;12.023;22;3354;72.69;49.15;15.47;42;2758;58.22;50.73;19.11;60;1688;33.40;52.05;23.18;71;1140;20.13;53.75;18.99;79;682;12.72;54.52;20.76;85;365;6.77;56.11;20.877;
72;-3274;-53.02;54.85;15.44;61;-2701;-47.27607837;54.275864;22.045;47;1648;-28.40010655;51.971636;25.315;39;-1096;-18.04186462;51.522955;22.879;31;-636;-11.46;51.06;27.952;24;-311;-5.491379;50.845783;12.025;22;3356;72.61;49.15;15.47;42;2758;58.27;50.72;19.11;60;1690;33.44;52.05;23.17;70;1139;20.11;53.75;18.99;79;682;12.76;54.52;20.74;85;363;6.67;56.11;20.882;
72;-3270;-52.88;54.85;15.44;61;-2696;-47.18329352;54.281925;22.091;47;1650;-28.40045519;51.970998;25.309;39;-1097;-17.86732426;51.522636;22.888;31;-636;-11.53;51.06;27.94;24;-312;-5.496629;50.846421;12.022;22;3354;72.63;49.14;15.45;42;2759;58.24;50.72;19.11;60;1690;33.45;52.04;23.16;70;1141;20.15;53.75;18.98;79;683;12.76;54.52;20.81;85;361;6.75;56.11;20.874;
72;-3276;-53.16;54.86;15.47;61;-2699;-47.23311453;54.285008;22.126;47;1649;-28.39940929;51.972912;25.317;39;-1095;-17.8666625;51.523593;22.893;31;-638;-11.51;51.06;27.942;24;-313;-5.568447;50.847059;12.006;22;3355;72.64;49.14;15.44;42;2760;58.22;50.72;19.09;60;1692;33.49;52.04;23.17;70;1140;20.14;53.75;18.99;79;683;12.78;54.52;20.87;85;361;6.66;56.11;20.872;
72;-3269;-53.16;54.86;15.52;61;-2699;-47.1946939;54.288942;22.137;47;1649;-28.39871207;51.974188;25.327;39;-1095;-17.8666625;51.524231;22.887;31;-640;-11.53;51.06;27.888;24;-315;-5.577104;50.847272;12.026;22;3357;72.69;49.14;15.45;42;2757;58.36;50.71;19.10;60;1689;33.43;52.04;23.17;70;1138;20.10;53.74;18.98;79;683;12.78;54.51;20.86;85;361;6.70;56.11;20.89;
72;-3270;-53.02;54.87;15.52;61;-2699;-47.22553026;54.293726;22.166;47;1644;-28.39847985;51.974613;25.329;39;-1093;-18.04080351;51.524762;22.88;31;-641;-11.55;51.06;27.889;24;-315;-5.558937;50.848123;12.012;22;3355;72.72;49.13;15.45;41;2760;58.23;50.71;19.11;60;1689;33.43;52.03;23.17;70;1138;20.10;53.74;18.98;79;683;12.78;54.51;20.90;85;360;6.71;56.11;20.888;
72;-3269;-53.02;54.87;15.52;61;-2699;-47.22294096;54.296703;22.203;47;1649;-28.3972019;51.976952;25.323;39;-1094;-18.04068562;51.525719;22.859;31;-641;-11.51;51.06;27.872;25;-315;-5.549144;50.848016;12.071;22;3355;72.74;49.13;15.44;41;2758;58.30;50.71;19.09;60;1689;33.44;52.03;23.16;70;1139;20.12;53.74;18.98;79;682;12.78;54.51;20.96;85;361;6.73;56.11;20.877;
72;-3274;-52.88;54.88;15.53;61;-2703;-47.28838927;54.301913;22.246;47;1649;-28.39673697;51.977803;25.329;39;-1094;-18.21477633;51.52657;22.861;31;-641;-11.57;51.06;27.972;25;-314;-5.569156;50.84791;12.031;22;3354;72.73;49.13;15.44;41;2760;58.32;50.71;19.08;60;1691;33.48;52.03;23.17;70;1138;20.10;53.74;18.98;79;681;12.76;54.51;20.93;85;363;6.75;56.10;20.905;
72;-3274;-53.16;54.88;15.50;61;-2703;-47.28561145;54.305103;22.284;47;1649;-28.39563344;51.979823;25.306;39;-1094;-18.040057;51.527739;22.88;31;-639;-11.49;51.06;27.939;25;-314;-5.540913;50.848016;12.013;22;3360;72.68;49.12;15.47;41;2760;58.32;50.70;19.09;60;1689;33.44;52.02;23.17;70;1138;20.10;53.73;18.97;79;681;12.74;54.51;21.01;85;363;6.74;56.10;20.894;
72;-3271;-53.02;54.89;15.50;61;-2700;-47.21212412;54.309143;22.319;47;1647;-28.39505275;51.980886;25.294;39;-1095;-18.04017489;51.528909;22.897;31;-638;-11.50;51.06;27.946;25;-313;-5.569865;50.84791;12.048;22;3356;72.65;49.12;15.45;41;2757;58.22;50.70;19.07;60;1691;33.48;52.02;23.19;70;1136;20.06;53.73;18.96;79;678;12.74;54.51;21.13;85;364;6.75;56.10;20.882;
